SKU,avg_daily_demand,std_daily_demand,sales_days,EOQ_units,annual_demand_units,lead_time_days,safety_stock_units,reorder_point_units
10236,16.641509433962263,20.65848153220017,53,846,5365.5,7,90,206
10238,5.613636363636363,5.815840074457875,44,434,1502.5833333333333,7,25,64
10239,18.872340425531913,20.200750116589617,47,848,5395.916666666666,7,88,220
1024,12.8,22.138491830131976,40,441,3114.6666666666665,7,96,186
10242,5.862068965517241,6.5831176826519915,29,307,1034.1666666666665,7,29,70
1025,2.3846153846153846,3.2541886223363865,13,232,188.58333333333331,7,14,31
10254,5.27027027027027,5.876736852713079,37,629,1186.25,7,26,63
1026,1.5714285714285714,0.7867957924694432,7,82,66.91666666666666,7,3,14
10264,6.057142857142857,5.471545953937555,35,293,1289.6666666666665,7,24,66
10266,21.596153846153847,23.164594023845805,52,924,6831.583333333333,7,101,252
10267,2.4615384615384617,3.2045640529143387,13,99,194.66666666666666,7,14,31
10274,1.0,0.0,4,61,24.333333333333332,7,0,7
10283,19.6,18.82998728232793,20,1093,2384.6666666666665,7,82,219
1029,2.869565217391304,4.625073442425113,23,339,401.5,7,20,40
10296,8.48936170212766,9.011761253388073,47,551,2427.25,7,39,98
10298,5.568181818181818,4.627509889792441,44,546,1490.4166666666665,7,20,59
1030,2.8,3.583914681524163,10,134,170.33333333333331,7,16,36
1031,1.5333333333333334,0.7432233529572065,15,75,139.91666666666666,7,3,14
1032,1.0,0.0,1,12,6.083333333333333,7,0,7
1033,1.8235294117647058,1.1850788010532811,17,109,188.58333333333331,7,5,18
10336,3.5,3.5355339059327378,2,84,42.58333333333333,7,15,40
1034,1.4285714285714286,0.7867957924694432,7,156,60.83333333333333,7,3,13
1035,2.4347826086956523,1.4717363572115556,23,229,340.66666666666663,7,6,23
10357,4.866666666666666,5.62465835488658,30,472,888.1666666666666,7,24,58
10359,1.6666666666666667,1.1547005383792517,3,37,30.416666666666664,7,5,17
1036,1.8709677419354838,1.3100110809676626,31,133,352.8333333333333,7,6,19
1037,2.1538461538461537,2.7339273901036534,13,117,170.33333333333331,7,12,27
10370,3.0,0.0,1,37,18.25,7,0,21
10372,4.648648648648648,3.481827555052537,37,482,1046.3333333333333,7,15,48
10374,1.5714285714285714,0.7867957924694431,7,122,66.91666666666666,7,3,14
1038,2.3,1.8945906376340316,20,144,279.8333333333333,7,8,24
10380,1.5,0.7071067811865476,2,58,18.25,7,3,14
1039,4.3076923076923075,3.5773692638868617,39,369,1022.0,7,16,46
10398,1.0,0.0,1,19,6.083333333333333,7,0,7
10399,1.0,0.0,1,20,6.083333333333333,7,0,7
104,1.1875,0.5439056290693572,16,162,115.58333333333333,7,2,10
10400,1.3333333333333333,0.5163977794943223,6,41,48.666666666666664,7,2,11
10414,1.2222222222222223,0.4409585518440985,9,98,66.91666666666666,7,2,11
10415,2.263157894736842,1.6276126096272245,19,187,261.5833333333333,7,7,23
1042,1.9523809523809523,1.1169686869465265,21,267,249.41666666666666,7,5,19
10420,21.912280701754387,22.671001538903003,57,1554,7598.083333333333,7,99,252
10421,26.610169491525422,28.815116332944456,59,1474,9550.833333333332,7,125,311
10422,3.5609756097560976,2.5889069169033956,41,445,888.1666666666666,7,11,36
1043,1.0,0.0,1,27,6.083333333333333,7,0,7
10441,3.4,2.140872096444188,25,233,517.0833333333333,7,9,33
10443,9.170212765957446,8.86448495018224,47,661,2621.9166666666665,7,39,103
1045,1.3125,0.704154339142587,16,71,127.75,7,3,12
10451,26.303571428571427,28.002545106963623,56,1339,8960.75,7,122,306
10452,3.793103448275862,3.331444456611529,29,366,669.1666666666666,7,14,41
10453,8.58,8.361940015111717,50,723,2609.75,7,36,96
10469,1.8333333333333333,1.465284553774253,18,158,200.75,7,6,19
10470,1.8095238095238095,0.8135752957807666,21,156,231.16666666666666,7,4,17
10472,11.675,12.92460880725265,40,719,2840.9166666666665,7,56,138
1048,2.0,1.7320508075688772,21,281,255.5,7,8,22
1049,7.6,18.465900294440303,20,514,924.6666666666666,7,80,133
105,1.0,0.0,1,52,6.083333333333333,7,0,7
1050,1.6842105263157894,0.8200698871944031,19,93,194.66666666666666,7,4,16
1051,1.1818181818181819,0.40451991747794525,11,40,79.08333333333333,7,2,10
10531,2.6315789473684212,1.4985372985307104,19,201,304.16666666666663,7,7,25
10544,6.0,0.0,1,75,36.5,7,0,42
1056,1.0,0.0,1,30,6.083333333333333,7,0,7
10576,2.870967741935484,2.459565483086677,31,329,541.4166666666666,7,11,31
10579,8.344827586206897,7.575472248930319,58,768,2944.333333333333,7,33,91
10581,3.5675675675675675,3.7752155239472427,37,382,803.0,7,16,41
1059,2.4615384615384617,1.6641005886756872,13,294,194.66666666666666,7,7,24
10591,2.142857142857143,1.3506205330054124,14,110,182.5,7,6,21
10596,9.803571428571429,7.8795930740734965,56,627,3339.75,7,34,103
106,3.525,3.121369686203273,40,618,857.75,7,14,39
1060,7.66,11.821132926816675,50,382,2329.9166666666665,7,51,105
10603,5.388888888888889,4.752609976350004,36,463,1180.1666666666665,7,21,59
10606,2.878787878787879,2.2604973976646123,33,324,577.9166666666666,7,10,30
10609,6.431818181818182,6.101458945899656,44,536,1721.5833333333333,7,27,72
1061,1.6470588235294117,0.9314757424772421,17,221,170.33333333333331,7,4,16
10618,1.6666666666666667,1.1547005383792517,3,78,30.416666666666664,7,5,17
1062,6.0,0.0,1,102,36.5,7,0,42
10621,2.0,1.7728105208558367,15,147,182.5,7,8,22
10623,1.75,0.5,4,43,42.58333333333333,7,2,14
10624,1.8,0.8366600265340756,5,44,54.75,7,4,17
10625,2.0,1.0,3,33,36.5,7,4,18
10626,11.830188679245284,10.810848982986782,53,833,3814.25,7,47,130
1064,7.2727272727272725,7.883936085671918,44,380,1946.6666666666665,7,34,85
10642,1.0,0.0,1,20,6.083333333333333,7,0,7
10647,2.6818181818181817,2.0560332505270256,22,206,358.91666666666663,7,9,28
1065,2.5121951219512195,2.6088498540497893,41,311,626.5833333333333,7,11,29
10650,13.5,14.849242404917497,2,143,164.25,7,65,160
1066,2.0,1.8257418583505538,7,88,85.16666666666666,7,8,22
10666,2.8095238095238093,2.204972734957229,21,235,358.91666666666663,7,10,30
10676,2.1538461538461537,2.192645048267573,13,89,170.33333333333331,7,10,25
10680,6.1875,5.479801621085532,32,468,1204.5,7,24,67
10701,1.3333333333333333,0.5,9,121,73.0,7,2,11
10702,5.125,5.511351921262151,24,353,748.25,7,24,60
10706,12.0,0.0,2,180,146.0,7,0,84
10708,12.0,0.0,1,102,73.0,7,0,84
10715,3.206896551724138,2.2737525676546815,29,275,565.75,7,10,32
10722,1.8666666666666667,1.1254628677422756,15,206,170.33333333333331,7,5,18
10723,20.125,24.25550546689443,56,1235,6855.916666666666,7,106,247
10724,6.0,5.477225575051661,5,276,182.5,7,24,66
10727,31.35593220338983,31.959976431664735,59,1501,11254.166666666666,7,139,358
10731,1.4615384615384615,0.5188745216627708,13,120,115.58333333333333,7,2,12
10732,2.4375,1.2632629707758134,16,172,237.25,7,5,22
10733,1.0,0.0,7,81,42.58333333333333,7,0,7
10734,2.4761904761904763,2.482318424760362,21,188,316.3333333333333,7,11,28
10735,1.5,1.0431851677040116,18,153,164.25,7,5,16
10750,2.6666666666666665,3.9704793013379307,18,144,292.0,7,17,36
10762,1.7857142857142858,0.9749612559222292,14,204,152.08333333333331,7,4,16
10766,1.0,0.0,5,62,30.416666666666664,7,0,7
10792,1.0,0.0,3,15,18.25,7,0,7
108,1.1818181818181819,0.6030226891555273,11,156,79.08333333333333,7,3,11
10863,1.8,1.3038404810405297,5,41,54.75,7,6,19
10864,1.0,0.0,1,12,6.083333333333333,7,0,7
10870,1.5454545454545454,0.6875516509523286,11,104,103.41666666666666,7,3,14
10874,12.39622641509434,12.868177240239268,53,853,3996.75,7,56,143
10895,6.714285714285714,6.492400211339538,35,378,1429.5833333333333,7,28,75
109,1.3181818181818181,0.7162311170195085,22,233,176.41666666666666,7,3,12
1090,1.25,0.5,4,60,30.416666666666664,7,2,11
10910,1.0,0.0,2,20,12.166666666666666,7,0,7
10916,4.090909090909091,4.887832760120695,11,198,273.75,7,21,50
10927,5.35,3.8799286274165086,40,511,1301.8333333333333,7,17,54
10931,3.2083333333333335,3.2165221113422526,24,280,468.41666666666663,7,14,36
10932,2.230769230769231,1.739436985245808,13,159,176.41666666666666,7,8,24
10935,1.5,0.7559289460184544,8,58,73.0,7,3,14
1094,4.409090909090909,8.012543021161381,44,240,1180.1666666666665,7,35,66
10957,21.25862068965517,21.88291037511187,58,1292,7500.75,7,95,244
1096,8.0,0.0,1,118,48.666666666666664,7,0,56
10972,3.1,5.952590472502987,10,145,188.58333333333331,7,26,48
1099,4.333333333333333,6.166278335085688,30,185,790.8333333333333,7,27,57
11003,3.6363636363636362,2.646569289538629,22,226,486.66666666666663,7,12,37
11022,1.0,0.0,2,49,12.166666666666666,7,0,7
11029,1.25,0.7071067811865476,8,68,60.83333333333333,7,3,12
11037,2.260869565217391,1.6846200355070047,23,325,316.3333333333333,7,7,23
11038,1.0,0.0,3,72,18.25,7,0,7
11055,1.4,0.5163977794943222,10,55,85.16666666666666,7,2,12
1106,1.0,0.0,1,7,6.083333333333333,7,0,7
11067,6.242424242424242,9.069282989266236,33,396,1253.1666666666665,7,39,83
1107,1.0,0.0,2,23,12.166666666666666,7,0,7
11077,1.0,0.0,3,35,18.25,7,0,7
11078,12.0,0.0,1,93,73.0,7,0,84
11080,3.4523809523809526,5.415435846938939,42,420,882.0833333333333,7,24,48
11088,1.0,0.0,1,35,6.083333333333333,7,0,7
11089,7.121212121212121,5.3371198679483,33,488,1429.5833333333333,7,23,73
111,1.1818181818181819,0.40451991747794525,11,156,79.08333333333333,7,2,10
1112,3.942857142857143,4.465178062076632,35,189,839.5,7,19,47
11141,29.775510204081634,28.002429437850004,49,1333,8875.583333333332,7,122,330
11148,6.0,0.0,1,64,36.5,7,0,42
11149,1.0,0.0,2,37,12.166666666666666,7,0,7
11152,6.675675675675675,5.8644600682323595,37,613,1502.5833333333333,7,26,73
11153,5.933333333333334,3.7884536360342262,15,347,541.4166666666666,7,16,58
11154,6.846153846153846,7.220874298935389,13,347,541.4166666666666,7,31,79
11156,5.5,1.760681686165901,6,211,200.75,7,8,46
11164,2.0,0.0,1,17,12.166666666666666,7,0,14
11174,6.0,0.0,1,85,36.5,7,0,42
11187,2.625,1.3024701806293193,8,67,127.75,7,6,24
11196,12.156862745098039,14.12851379164788,51,828,3771.6666666666665,7,61,146
11199,2.8947368421052633,2.8654015976455156,19,211,334.5833333333333,7,12,32
112,1.7692307692307692,1.6908501882113505,13,208,139.91666666666666,7,7,19
1120,12.0,0.0,1,96,73.0,7,0,84
11200,2.619047619047619,2.7834545168942584,21,211,334.5833333333333,7,12,30
11207,1.5384615384615385,1.1266014242982163,13,127,121.66666666666666,7,5,16
11209,1.7222222222222223,1.274434386908933,18,170,188.58333333333331,7,6,18
11213,28.375,29.11454650482845,56,983,9666.416666666666,7,127,326
11214,11.866666666666667,15.248844963710292,45,294,3248.5,7,66,149
11219,122.84745762711864,151.29405184188585,59,2605,44092.0,7,658,1518
11227,3.4782608695652173,3.1890375467072034,23,239,486.66666666666663,7,14,38
11238,7.2,8.302373863221643,35,382,1533.0,7,36,86
11249,2.3181818181818183,1.6150000335062253,22,186,310.25,7,7,23
11259,1.0,0.0,1,16,6.083333333333333,7,0,7
11263,1.5,0.7071067811865476,2,43,18.25,7,3,14
11274,1.5,0.7071067811865476,2,27,18.25,7,3,14
11279,1.25,0.5,4,37,30.416666666666664,7,2,11
1129,2.0,0.0,1,25,12.166666666666666,7,0,14
11296,1.25,0.7071067811865476,8,93,60.83333333333333,7,3,12
113,1.2307692307692308,0.4385290096535146,13,173,97.33333333333333,7,2,11
11306,4.0,5.354126134736337,4,110,97.33333333333333,7,23,51
11310,1.4,0.5163977794943222,10,54,85.16666666666666,7,2,12
11319,1.0,0.0,1,31,6.083333333333333,7,0,7
11320,3.6666666666666665,3.0203984865483995,39,381,869.9166666666666,7,13,39
11321,1.25,0.5,4,23,30.416666666666664,7,2,11
1133,3.0,2.378474901516275,36,203,657.0,7,10,31
11333,1.7692307692307692,1.4232501627054275,13,141,139.91666666666666,7,6,18
11337,2.15,1.5652475842498528,20,142,261.5833333333333,7,7,22
11340,1.1666666666666667,0.408248290463863,6,78,42.58333333333333,7,2,10
11341,2.5,0.7071067811865476,2,78,30.416666666666664,7,3,20
1135,8.846153846153847,7.617633496104394,39,458,2098.75,7,33,95
11353,2.0,0.6793662204867574,14,82,170.33333333333331,7,3,17
11354,4.704545454545454,4.747481807180913,44,502,1259.25,7,21,54
1136,7.25,22.37671538238684,24,651,1058.5,7,97,148
11366,2.0,1.3284223283101428,18,209,219.0,7,6,20
11367,4.833333333333333,4.292851200376205,36,460,1058.5,7,19,53
11372,1.0,0.0,3,40,18.25,7,0,7
11389,2.0,0.0,1,18,12.166666666666666,7,0,14
11396,2.3448275862068964,1.8180810540819743,29,252,413.66666666666663,7,8,24
11397,2.1538461538461537,1.4051188470584879,13,162,170.33333333333331,7,6,21
114,1.411764705882353,0.5072996561958923,17,212,146.0,7,2,12
11414,5.578947368421052,5.233114823306651,38,656,1289.6666666666665,7,23,62
11420,4.25,3.304037933599835,4,137,103.41666666666666,7,14,44
11423,1.0,0.0,2,45,12.166666666666666,7,0,7
11427,1.0,0.0,1,35,6.083333333333333,7,0,7
11433,12.0,0.0,2,171,146.0,7,0,84
11437,2.238095238095238,2.527939119218695,21,189,285.91666666666663,7,11,27
11440,5.4423076923076925,4.207432552968949,52,496,1721.5833333333333,7,18,56
11441,4.703703703703703,4.222784487978144,27,302,772.5833333333333,7,18,51
11443,1.9523809523809523,1.3592715135759477,21,250,249.41666666666666,7,6,20
11449,2.45,1.9049796241485242,20,187,298.0833333333333,7,8,25
11456,4.315789473684211,3.5114119987194705,38,235,997.6666666666666,7,15,45
11460,2.6842105263157894,2.6468562396201984,19,125,310.25,7,12,31
1148,12.333333333333334,14.742229591663987,3,254,225.08333333333331,7,64,150
11480,4.3125,9.645162863667293,16,237,419.75,7,42,72
11488,20.522727272727273,16.36145304908395,44,1000,5493.25,7,71,215
11499,5.967741935483871,9.847110814744061,31,270,1125.4166666666665,7,43,85
115,12.215686274509803,12.638534290795269,51,520,3789.9166666666665,7,55,141
11529,12.696969696969697,11.846636781395091,33,714,2548.9166666666665,7,52,141
1156,2.857142857142857,4.488079449258573,7,137,121.66666666666666,7,20,40
1158,6.7,19.213756037085293,20,483,815.1666666666666,7,84,131
116,3.0,2.0,3,85,54.75,7,9,30
11640,4.0,2.8284271247461903,2,99,48.666666666666664,7,12,40
1168,3.5,3.0765429103247963,44,274,936.8333333333333,7,13,38
11698,5.25,4.48787540391059,40,462,1277.5,7,20,57
11699,17.0,0.0,1,131,103.41666666666666,7,0,119
117,2.6,1.51657508881031,5,67,79.08333333333333,7,7,25
11703,3.25,2.8722813232690143,4,87,79.08333333333333,7,12,35
11709,12.0,0.0,1,49,73.0,7,0,84
1173,7.0,0.0,1,43,42.58333333333333,7,0,49
1174,7.526315789473684,6.341769872266097,57,511,2609.75,7,28,81
11743,12.0,0.0,1,140,73.0,7,0,84
11744,12.0,0.0,1,106,73.0,7,0,84
11745,4.333333333333333,2.929114225312413,24,375,632.6666666666666,7,13,43
11749,4.5,3.3166247903554,4,110,109.5,7,14,46
11770,1.0,0.0,2,36,12.166666666666666,7,0,7
11771,1.4666666666666666,0.8338093878327919,15,94,133.83333333333331,7,4,14
11774,3.0,0.0,1,13,18.25,7,0,21
11775,5.0,0.0,1,16,30.416666666666664,7,0,35
11776,5.0,0.0,1,16,30.416666666666664,7,0,35
1178,13.75,9.67720543776693,60,956,5018.75,7,42,138
1180,44.333333333333336,44.06261594928046,60,1380,16181.666666666666,7,192,502
1181,2.2222222222222223,1.9871381302561604,27,228,365.0,7,9,25
11819,1.6666666666666667,1.1126972805283735,15,138,152.08333333333331,7,5,17
11821,5.666666666666667,4.6345621871614435,33,366,1137.5833333333333,7,20,60
11825,28.616666666666667,26.892183771917797,60,1729,10445.083333333332,7,117,317
11826,55.42372881355932,48.97015396095536,59,2386,19892.5,7,213,601
11827,20.03448275862069,18.833495280075066,58,1422,7068.833333333333,7,82,222
11828,51.416666666666664,52.870898620166784,60,2317,18767.083333333332,7,230,590
11854,6.055555555555555,4.309089691368,36,421,1326.1666666666665,7,19,61
11856,2.272727272727273,2.0045403009622476,11,166,152.08333333333331,7,9,25
1186,3.303030303030303,2.74413976143764,33,230,663.0833333333333,7,12,35
11868,1.0,0.0,1,42,6.083333333333333,7,0,7
11888,11.76923076923077,8.282707218439919,39,713,2792.25,7,36,118
11891,3.0,2.7255405754769875,8,67,146.0,7,12,33
11915,7.733333333333333,7.588254687041171,30,293,1411.3333333333333,7,33,87
11918,1.0,0.0,1,9,6.083333333333333,7,0,7
11926,4.866666666666666,4.040598567243372,30,385,888.1666666666666,7,18,52
11932,2.0,1.3719886811400708,18,115,219.0,7,6,20
11957,13.716666666666667,12.067734915413935,60,817,5006.583333333333,7,53,149
11970,11.655172413793103,11.77650310611552,58,658,4112.333333333333,7,51,133
120,1.5,1.1470786693528088,20,162,182.5,7,5,16
12024,2.411764705882353,1.970368732287556,17,162,249.41666666666666,7,9,26
12052,1.0,0.0,4,59,24.333333333333332,7,0,7
12067,6.555555555555555,5.294126724756198,9,320,358.91666666666663,7,23,69
12069,5.133333333333334,4.087675489699605,45,593,1405.25,7,18,54
12073,1.0,0.0,1,33,6.083333333333333,7,0,7
12078,6.393939393939394,7.114858545411294,33,463,1283.5833333333333,7,31,76
12079,2.2083333333333335,1.6145847942957392,24,242,322.41666666666663,7,7,22
12084,1.0,0.0,1,17,6.083333333333333,7,0,7
12086,2.130434782608696,2.943472714423111,23,206,298.0833333333333,7,13,28
12097,12.0,0.0,2,121,146.0,7,0,84
1210,2.5,0.7071067811865476,2,42,30.416666666666664,7,3,20
12109,5.52,5.6282027918925115,25,283,839.5,7,24,63
12110,7.413793103448276,6.115070618557953,29,381,1307.9166666666665,7,27,79
12111,5.48936170212766,5.199800750469998,47,443,1569.5,7,23,61
12116,2.0526315789473686,1.7698277274700396,38,281,474.5,7,8,22
1212,12.803571428571429,20.85396813589651,56,630,4361.75,7,91,181
12123,14.134615384615385,13.567592365422408,52,1192,4471.25,7,59,158
12133,6.0,0.0,1,75,36.5,7,0,42
12134,1.2,0.4472135954999579,5,75,36.5,7,2,10
12139,1.4,0.8944271909999159,5,20,42.58333333333333,7,4,14
1214,2.5416666666666665,2.9188914909999455,24,326,371.0833333333333,7,13,31
12140,4.212121212121212,4.998484618846844,33,411,845.5833333333333,7,22,51
12147,20.145454545454545,20.370110803366146,55,1302,6740.333333333333,7,89,230
12149,1.75,0.7071067811865476,8,69,85.16666666666666,7,3,15
1215,1.4,0.5477225575051661,5,36,42.58333333333333,7,2,12
12154,2.4705882352941178,1.7362908403700519,17,185,255.5,7,8,25
12155,5.4375,4.031628983185893,32,460,1058.5,7,18,56
12165,2.2,1.5212776585113297,15,127,200.75,7,7,22
12181,6.470588235294118,5.795689590144725,34,273,1338.3333333333333,7,25,70
12188,48.0,0.0,1,442,292.0,7,0,336
12191,3.0384615384615383,2.9729550179007984,26,262,480.5833333333333,7,13,34
12192,1.2222222222222223,0.4409585518440984,9,47,66.91666666666666,7,2,11
12199,1.0,0.0,2,21,12.166666666666666,7,0,7
122,1.3333333333333333,0.5773502691896257,3,67,24.333333333333332,7,3,12
1220,17.82456140350877,17.100671255640336,57,642,6180.666666666666,7,74,199
12203,11.904761904761905,8.795257934651488,42,780,3041.6666666666665,7,38,121
12204,4.111111111111111,3.2956199888808646,9,274,225.08333333333331,7,14,43
12211,2.4864864864864864,2.5453838569023297,37,257,559.6666666666666,7,11,28
12212,2.1,1.9708400559953587,20,173,255.5,7,9,24
12213,22.516666666666666,13.420818215813853,60,1352,8218.583333333332,7,58,216
12216,18.084745762711865,19.21591306757126,59,1140,6490.916666666666,7,84,211
12218,1.4615384615384615,0.6602252917735247,13,170,115.58333333333333,7,3,13
12220,34.25,21.530919824163952,60,1387,12501.25,7,94,334
12224,1.9375,1.2893796958227628,16,185,188.58333333333331,7,6,20
12227,5.095238095238095,5.0789355703034715,42,448,1301.8333333333333,7,22,58
12234,2.4,1.35400640077266,25,349,365.0,7,6,23
12235,2.142857142857143,1.590148241067929,21,148,273.75,7,7,22
1225,4.0,0.0,1,28,24.333333333333332,7,0,28
12253,2.0714285714285716,1.8171950369175573,14,153,176.41666666666666,7,8,22
12259,1.0,0.0,1,33,6.083333333333333,7,0,7
1226,3.9444444444444446,4.465387165709435,36,240,863.8333333333333,7,19,47
12268,12.0,0.0,1,135,73.0,7,0,84
12270,3.85,8.64063228680572,20,269,468.41666666666663,7,38,65
12271,3.625,4.897156609415596,8,153,176.41666666666666,7,21,46
1228,2.3666666666666667,1.7904600320690716,30,95,431.91666666666663,7,8,25
123,1.0,0.0,2,22,12.166666666666666,7,0,7
1230,40.0,0.0,1,349,243.33333333333331,7,0,280
1231,37.63333333333333,33.30188912372749,60,1454,13736.166666666666,7,145,408
12310,1.88,1.3329166015421468,25,174,285.91666666666663,7,6,19
1232,80.1,84.93560871106206,60,1595,29236.5,7,370,931
12324,3.1666666666666665,4.833908011812665,6,89,115.58333333333333,7,21,43
1233,159.63333333333333,152.71120042244206,60,1775,58266.166666666664,7,665,1782
12340,1.0,0.0,1,29,6.083333333333333,7,0,7
12343,4.176470588235294,3.4796889651400815,51,380,1295.75,7,15,44
12351,1.75,0.9574271077563381,4,65,42.58333333333333,7,4,16
12353,1.0,0.0,4,49,24.333333333333332,7,0,7
12354,5.0,0.0,1,64,30.416666666666664,7,0,35
12355,1.0,0.0,2,40,12.166666666666666,7,0,7
1236,1.4615384615384615,1.1266014242982163,13,110,115.58333333333333,7,5,15
12368,7.9411764705882355,6.799916115661695,34,547,1642.5,7,30,86
1237,6.74468085106383,7.9658730930802655,47,293,1928.4166666666665,7,35,82
12374,3.05,5.986607861235821,20,223,371.0833333333333,7,26,47
12378,6.0,7.0710678118654755,2,106,73.0,7,31,73
1238,13.307692307692308,13.906605091048318,52,1299,4209.666666666666,7,61,154
12387,1.6666666666666667,0.6582805886043833,21,163,212.91666666666666,7,3,15
12388,1.5714285714285714,0.5345224838248488,7,67,66.91666666666666,7,2,13
12389,6.0,0.0,3,141,109.5,7,0,42
1239,5.644444444444445,5.498576491633398,45,249,1545.1666666666665,7,24,64
12390,1.5,0.7071067811865476,2,78,18.25,7,3,14
1240,2.0,1.4142135623730951,2,38,24.333333333333332,7,6,20
12415,2.0454545454545454,1.2901558682973793,22,247,273.75,7,6,20
12416,3.7419354838709675,3.687526198193796,31,396,705.6666666666666,7,16,42
1242,1.625,1.0606601717798212,8,120,79.08333333333333,7,5,16
12428,6.333333333333333,4.926120853842978,6,88,231.16666666666666,7,21,65
12429,1.7391304347826086,0.963770592485946,23,174,243.33333333333331,7,4,16
1244,10.195652173913043,10.179761108782664,46,563,2853.083333333333,7,44,115
12443,1.0,0.0,1,35,6.083333333333333,7,0,7
12450,4.2,3.284236120706263,30,438,766.5,7,14,43
12465,22.636363636363637,20.41723870565352,33,779,4544.25,7,89,247
12473,4.744186046511628,5.5295441268043835,43,455,1241.0,7,24,57
12475,1.0,0.0,3,44,18.25,7,0,7
12476,1.25,0.4629100498862757,8,87,60.83333333333333,7,2,11
12477,2.0,1.3093073414159542,8,101,97.33333333333333,7,6,20
12478,2.1904761904761907,1.2090925365350504,21,181,279.8333333333333,7,5,20
12479,9.194444444444445,11.47374504670665,36,502,2013.5833333333333,7,50,114
1248,1.0,0.0,4,27,24.333333333333332,7,0,7
12494,14.071428571428571,8.98258388142372,14,775,1198.4166666666665,7,39,138
12495,13.26,12.455324244708216,50,1074,4033.25,7,54,147
12496,2.0,0.0,1,52,12.166666666666666,7,0,14
12505,10.029411764705882,7.525654281905759,34,614,2074.4166666666665,7,33,103
12507,1.8,2.2010098692292237,10,85,109.5,7,10,23
12511,1.8125,1.2763881332363862,16,133,176.41666666666666,7,6,19
12519,2.0,1.4142135623730951,2,110,24.333333333333332,7,6,20
1252,2.2333333333333334,1.5241353305225642,30,188,407.5833333333333,7,7,23
12520,7.558139534883721,9.35109447523809,43,752,1977.0833333333333,7,41,94
1253,1.0,0.0,2,19,12.166666666666666,7,0,7
12534,5.333333333333333,4.08562206919677,27,382,876.0,7,18,55
12536,12.0,0.0,2,163,146.0,7,0,84
12538,1.0,0.0,2,47,12.166666666666666,7,0,7
12539,1.5,0.5773502691896257,4,72,36.5,7,3,14
12575,2.0,1.0,3,58,36.5,7,4,18
1258,6.541666666666667,7.391652374313543,48,408,1910.1666666666665,7,32,78
12585,1.0,0.0,1,26,6.083333333333333,7,0,7
12586,23.755102040816325,22.04874392893022,49,1255,7081.0,7,96,262
12589,16.416666666666668,10.816303631205267,12,707,1198.4166666666665,7,47,162
1259,1.5,1.2649110640673518,16,102,146.0,7,6,16
12592,3.5,3.5355339059327378,2,56,42.58333333333333,7,15,40
12593,2.125,1.5526475085202969,8,83,103.41666666666666,7,7,22
12595,2.3333333333333335,1.5275252316519468,3,103,42.58333333333333,7,7,23
126,33.93103448275862,43.28237032981455,58,852,11972.0,7,188,426
12607,4.0,6.164414002968976,5,90,121.66666666666666,7,27,55
1261,47.078947368421055,55.76174295375279,38,4689,10883.083333333332,7,243,573
1262,5.4,9.289779329994873,5,122,164.25,7,40,78
12625,12.0,0.0,1,106,73.0,7,0,84
12637,1.0,0.0,2,52,12.166666666666666,7,0,7
