SKU,avg_daily_demand,std_daily_demand,lead_time_days,safety_stock_units,reorder_point_units,EOQ_units,annual_demand_units,days_on_hand_eoq,inventory_turns_eoq
10452,3.793103448275862,3.331444456611529,7,14,41,366,669.1666666666666,96.49090909090908,1.8283242258652093
10453,8.58,8.361940015111717,7,36,96,723,2609.75,84.26573426573427,3.609612724757953
10469,1.8333333333333333,1.465284553774253,7,6,19,151,200.75,82.36363636363637,1.3294701986754967
10470,1.8095238095238095,0.8135752957807666,7,4,17,164,231.16666666666666,90.63157894736842,1.4095528455284552
10472,11.675,12.92460880725265,7,56,138,683,2840.9166666666665,58.50107066381156,4.15946803318692
1048,2.0,1.7320508075688772,7,8,22,238,255.5,119.0,1.0735294117647058
1049,7.6,18.465900294440303,7,80,133,514,924.6666666666666,67.63157894736842,1.7989623865110245
105,1.0,0.0,7,0,7,52,6.083333333333333,52.0,0.11698717948717949
1050,1.6842105263157894,0.8200698871944031,7,4,16,93,194.66666666666666,55.21875,2.093189964157706
1051,1.1818181818181819,0.40451991747794525,7,2,10,40,79.08333333333333,33.84615384615385,1.9770833333333333
10531,2.6315789473684212,1.4985372985307104,7,7,25,201,304.16666666666663,76.38,1.513266998341625
10544,6.0,0.0,7,0,42,75,36.5,12.5,0.4866666666666667
1056,1.0,0.0,7,0,7,30,6.083333333333333,30.0,0.20277777777777778
10576,2.870967741935484,2.459565483086677,7,11,31,304,541.4166666666666,105.8876404494382,1.7809758771929822
10579,8.344827586206897,7.575472248930319,7,33,91,726,2944.333333333333,87.0,4.055555555555555
10581,3.5675675675675675,3.7752155239472427,7,16,41,382,803.0,107.07575757575758,2.102094240837696
1059,2.4615384615384617,1.6641005886756872,7,7,24,255,194.66666666666666,103.59375,0.7633986928104575
10591,2.142857142857143,1.3506205330054124,7,6,21,116,182.5,54.13333333333333,1.5732758620689655
10596,9.803571428571429,7.8795930740734965,7,34,103,636,3339.75,64.8743169398907,5.251179245283019
106,3.525,3.121369686203273,7,14,39,618,857.75,175.31914893617022,1.3879449838187703
1060,7.66,11.821132926816675,7,51,105,389,2329.9166666666665,50.78328981723237,5.9895029991431015
10603,5.388888888888889,4.752609976350004,7,21,59,460,1180.1666666666665,85.36082474226804,2.5655797101449274
10606,2.878787878787879,2.2604973976646123,7,10,30,324,577.9166666666666,112.54736842105262,1.7836934156378599
10609,6.431818181818182,6.101458945899656,7,27,72,517,1721.5833333333333,80.38162544169612,3.329948420373952
1061,1.6470588235294117,0.9314757424772421,7,4,16,221,170.33333333333331,134.17857142857144,0.7707390648567118
10618,1.6666666666666667,1.1547005383792517,7,5,17,73,30.416666666666664,43.8,0.41666666666666663
1062,6.0,0.0,7,0,42,102,36.5,17.0,0.35784313725490197
10621,2.0,1.7728105208558367,7,8,22,147,182.5,73.5,1.2414965986394557
10623,1.75,0.5,7,2,14,41,42.58333333333333,23.428571428571427,1.0386178861788617
10624,1.8,0.8366600265340756,7,4,17,43,54.75,23.88888888888889,1.2732558139534884
10625,2.0,1.0,7,4,18,32,36.5,16.0,1.140625
10626,11.830188679245284,10.810848982986782,7,47,130,833,3814.25,70.41307814992025,4.578931572629052
1064,7.2727272727272725,7.883936085671918,7,34,85,408,1946.6666666666665,56.1,4.771241830065359
10642,1.0,0.0,7,0,7,20,6.083333333333333,20.0,0.30416666666666664
10647,2.6818181818181817,2.0560332505270256,7,9,28,206,358.91666666666663,76.8135593220339,1.742313915857605
1065,2.5121951219512195,2.6088498540497893,7,11,29,311,626.5833333333333,123.79611650485437,2.0147374062165055
10650,13.5,14.849242404917497,7,65,160,143,164.25,10.592592592592593,1.1486013986013985
1066,2.0,1.8257418583505538,7,8,22,89,85.16666666666666,44.5,0.9569288389513108
10666,2.8095238095238093,2.204972734957229,7,10,30,245,358.91666666666663,87.20338983050848,1.4649659863945577
10676,2.1538461538461537,2.192645048267573,7,10,25,89,170.33333333333331,41.32142857142858,1.9138576779026215
10680,6.1875,5.479801621085532,7,24,67,467,1204.5,75.47474747474747,2.5792291220556747
10701,1.3333333333333333,0.5,7,2,11,121,73.0,90.75,0.6033057851239669
10702,5.125,5.511351921262151,7,24,60,341,748.25,66.53658536585365,2.1942815249266863
10706,12.0,0.0,7,0,84,180,146.0,15.0,0.8111111111111111
10708,12.0,0.0,7,0,84,102,73.0,8.5,0.7156862745098039
10715,3.206896551724138,2.2737525676546815,7,10,32,275,565.75,85.75268817204301,2.057272727272727
10722,1.8666666666666667,1.1254628677422756,7,5,18,206,170.33333333333331,110.35714285714286,0.8268608414239481
10723,20.125,24.25550546689443,7,106,247,1030,6855.916666666666,51.18012422360248,6.656229773462782
10724,6.0,5.477225575051661,7,24,66,276,182.5,46.0,0.6612318840579711
10727,31.35593220338983,31.959976431664735,7,139,358,1519,11254.166666666666,48.443783783783786,7.408931314461268
10731,1.4615384615384615,0.5188745216627708,7,2,12,120,115.58333333333333,82.10526315789474,0.9631944444444444
10732,2.4375,1.2632629707758134,7,5,22,172,237.25,70.56410256410257,1.379360465116279
10733,1.0,0.0,7,0,7,81,42.58333333333333,81.0,0.5257201646090535
10734,2.4761904761904763,2.482318424760362,7,11,28,188,316.3333333333333,75.92307692307692,1.6826241134751772
10735,1.5,1.0431851677040116,7,5,16,153,164.25,102.0,1.0735294117647058
10750,2.6666666666666665,3.9704793013379307,7,17,36,144,292.0,54.0,2.0277777777777777
10762,1.7857142857142858,0.9749612559222292,7,4,16,219,152.08333333333331,122.64,0.6944444444444443
10766,1.0,0.0,7,0,7,62,30.416666666666664,62.0,0.4905913978494623
10792,1.0,0.0,7,0,7,15,18.25,15.0,1.2166666666666666
108,1.1818181818181819,0.6030226891555273,7,3,11,156,79.08333333333333,132.0,0.5069444444444444
10863,1.8,1.3038404810405297,7,6,19,41,54.75,22.77777777777778,1.3353658536585367
10864,1.0,0.0,7,0,7,12,6.083333333333333,12.0,0.5069444444444444
10870,1.5454545454545454,0.6875516509523286,7,3,14,114,103.41666666666666,73.76470588235294,0.9071637426900584
10874,12.39622641509434,12.868177240239268,7,56,143,853,3996.75,68.81126331811264,4.6855216881594375
10895,6.714285714285714,6.492400211339538,7,28,75,377,1429.5833333333333,56.148936170212764,3.791998231653404
109,1.3181818181818181,0.7162311170195085,7,3,12,233,176.41666666666666,176.75862068965517,0.7571530758226037
1090,1.25,0.5,7,2,11,57,30.416666666666664,45.6,0.533625730994152
10910,1.0,0.0,7,0,7,20,12.166666666666666,20.0,0.6083333333333333
10916,4.090909090909091,4.887832760120695,7,21,50,187,273.75,45.71111111111111,1.463903743315508
10927,5.35,3.8799286274165086,7,17,54,511,1301.8333333333333,95.51401869158879,2.5476190476190474
10931,3.2083333333333335,3.2165221113422526,7,14,36,280,468.41666666666663,87.27272727272727,1.6729166666666666
10932,2.230769230769231,1.739436985245808,7,8,24,159,176.41666666666666,71.27586206896551,1.1095387840670858
10935,1.5,0.7559289460184544,7,3,14,58,73.0,38.666666666666664,1.2586206896551724
1094,4.409090909090909,8.012543021161381,7,35,66,231,1180.1666666666665,52.391752577319586,5.108946608946608
10957,21.25862068965517,21.88291037511187,7,95,244,1237,7500.75,58.18815896188159,6.063662085691188
1096,8.0,0.0,7,0,56,118,48.666666666666664,14.75,0.4124293785310734
10972,3.1,5.952590472502987,7,26,48,145,188.58333333333331,46.774193548387096,1.300574712643678
1099,4.333333333333333,6.166278335085688,7,27,57,185,790.8333333333333,42.69230769230769,4.274774774774774
11003,3.6363636363636362,2.646569289538629,7,12,37,239,486.66666666666663,65.72500000000001,2.03626220362622
11022,1.0,0.0,7,0,7,49,12.166666666666666,49.0,0.24829931972789115
11029,1.25,0.7071067811865476,7,3,12,68,60.83333333333333,54.4,0.8946078431372548
11037,2.260869565217391,1.6846200355070047,7,7,23,305,316.3333333333333,134.90384615384616,1.037158469945355
11038,1.0,0.0,7,0,7,72,18.25,72.0,0.2534722222222222
11055,1.4,0.5163977794943222,7,2,12,55,85.16666666666666,39.285714285714285,1.5484848484848484
1106,1.0,0.0,7,0,7,7,6.083333333333333,7.0,0.869047619047619
11067,6.242424242424242,9.069282989266236,7,39,83,406,1253.1666666666665,65.03883495145631,3.0866174055829223
1107,1.0,0.0,7,0,7,23,12.166666666666666,23.0,0.5289855072463768
11077,1.0,0.0,7,0,7,35,18.25,35.0,0.5214285714285715
11078,12.0,0.0,7,0,84,93,73.0,7.75,0.7849462365591398
11080,3.4523809523809526,5.415435846938939,7,24,48,426,882.0833333333333,123.39310344827585,2.070618153364632
11088,1.0,0.0,7,0,7,35,6.083333333333333,35.0,0.1738095238095238
11089,7.121212121212121,5.3371198679483,7,23,73,530,1429.5833333333333,74.42553191489363,2.697327044025157
111,1.1818181818181819,0.40451991747794525,7,2,10,156,79.08333333333333,132.0,0.5069444444444444
1112,3.942857142857143,4.465178062076632,7,19,47,189,839.5,47.93478260869565,4.441798941798941
11141,29.775510204081634,28.002429437850004,7,122,330,1327,8875.583333333332,44.56682659355723,6.688457673951268
11148,6.0,0.0,7,0,42,64,36.5,10.666666666666666,0.5703125
11149,1.0,0.0,7,0,7,37,12.166666666666666,37.0,0.3288288288288288
11152,6.675675675675675,5.8644600682323595,7,26,73,581,1502.5833333333333,87.03238866396761,2.586201950659782
11153,5.933333333333334,3.7884536360342262,7,16,58,347,541.4166666666666,58.48314606741573,1.5602785782901056
11154,6.846153846153846,7.220874298935389,7,31,79,347,541.4166666666666,50.68539325842697,1.5602785782901056
11156,5.5,1.760681686165901,7,8,46,211,200.75,38.36363636363637,0.9514218009478673
11164,2.0,0.0,7,0,14,17,12.166666666666666,8.5,0.7156862745098039
11174,6.0,0.0,7,0,42,85,36.5,14.166666666666666,0.4294117647058823
11187,2.625,1.3024701806293193,7,6,24,68,127.75,25.904761904761905,1.8786764705882353
11196,12.156862745098039,14.12851379164788,7,61,146,869,3771.6666666666665,71.48225806451613,4.340237821250479
11199,2.8947368421052633,2.8654015976455156,7,12,32,200,334.5833333333333,69.0909090909091,1.6729166666666666
112,1.7692307692307692,1.6908501882113505,7,7,19,208,139.91666666666666,117.56521739130436,0.672676282051282
1120,12.0,0.0,7,0,84,96,73.0,8.0,0.7604166666666666
11200,2.619047619047619,2.7834545168942584,7,12,30,212,334.5833333333333,80.94545454545454,1.5782232704402515
11207,1.5384615384615385,1.1266014242982163,7,5,16,124,121.66666666666666,80.6,0.9811827956989246
11209,1.7222222222222223,1.274434386908933,7,6,18,170,188.58333333333331,98.70967741935483,1.109313725490196
11213,28.375,29.11454650482845,7,127,326,951,9666.416666666666,33.51541850220264,10.16447599018577
11214,11.866666666666667,15.248844963710292,7,66,149,296,3248.5,24.9438202247191,10.974662162162161
11219,122.84745762711864,151.29405184188585,7,658,1518,2426,44092.0,19.748068432671083,18.17477328936521
11227,3.4782608695652173,3.1890375467072034,7,14,38,242,486.66666666666663,69.575,2.011019283746556
11238,7.2,8.302373863221643,7,36,86,389,1533.0,54.02777777777778,3.9408740359897174
11249,2.3181818181818183,1.6150000335062253,7,7,23,185,310.25,79.80392156862744,1.677027027027027
11259,1.0,0.0,7,0,7,16,6.083333333333333,16.0,0.3802083333333333
11263,1.5,0.7071067811865476,7,3,14,43,18.25,28.666666666666668,0.42441860465116277
11274,1.5,0.7071067811865476,7,3,14,27,18.25,18.0,0.6759259259259259
11279,1.25,0.5,7,2,11,37,30.416666666666664,29.6,0.822072072072072
1129,2.0,0.0,7,0,14,25,12.166666666666666,12.5,0.48666666666666664
11296,1.25,0.7071067811865476,7,3,12,93,60.83333333333333,74.4,0.654121863799283
113,1.2307692307692308,0.4385290096535146,7,2,11,173,97.33333333333333,140.5625,0.5626204238921002
11306,4.0,5.354126134736337,7,23,51,110,97.33333333333333,27.5,0.8848484848484848
11310,1.4,0.5163977794943222,7,2,12,54,85.16666666666666,38.57142857142858,1.5771604938271604
11319,1.0,0.0,7,0,7,31,6.083333333333333,31.0,0.19623655913978494
11320,3.6666666666666665,3.0203984865483995,7,13,39,381,869.9166666666666,103.9090909090909,2.2832458442694663
11321,1.25,0.5,7,2,11,23,30.416666666666664,18.4,1.322463768115942
1133,3.0,2.378474901516275,7,10,31,203,657.0,67.66666666666667,3.2364532019704435
11333,1.7692307692307692,1.4232501627054275,7,6,18,141,139.91666666666666,79.69565217391305,0.9923167848699763
11337,2.15,1.5652475842498528,7,7,22,129,261.5833333333333,60.0,2.0277777777777777
11340,1.1666666666666667,0.408248290463863,7,2,10,78,42.58333333333333,66.85714285714285,0.5459401709401709
11341,2.5,0.7071067811865476,7,3,20,93,30.416666666666664,37.2,0.3270609318996415
1135,8.846153846153847,7.617633496104394,7,33,95,446,2098.75,50.417391304347824,4.7057174887892375
11353,2.0,0.6793662204867574,7,3,17,73,170.33333333333331,36.5,2.333333333333333
11354,4.704545454545454,4.747481807180913,7,21,54,502,1259.25,106.70531400966185,2.508466135458167
1136,7.25,22.37671538238684,7,97,148,651,1058.5,89.79310344827586,1.6259600614439325
11366,2.0,1.3284223283101428,7,6,20,211,219.0,105.5,1.037914691943128
11367,4.833333333333333,4.292851200376205,7,19,53,462,1058.5,95.58620689655173,2.2911255411255413
11372,1.0,0.0,7,0,7,49,18.25,49.0,0.37244897959183676
11389,2.0,0.0,7,0,14,18,12.166666666666666,9.0,0.6759259259259259
11396,2.3448275862068964,1.8180810540819743,7,8,24,242,413.66666666666663,103.20588235294119,1.709366391184573
11397,2.1538461538461537,1.4051188470584879,7,6,21,168,170.33333333333331,78.0,1.0138888888888888
114,1.411764705882353,0.5072996561958923,7,2,12,212,146.0,150.16666666666666,0.6886792452830188
11414,5.578947368421052,5.233114823306651,7,23,62,612,1289.6666666666665,109.69811320754718,2.1072984749455337
11420,4.25,3.304037933599835,7,14,44,204,103.41666666666666,48.0,0.5069444444444444
11423,1.0,0.0,7,0,7,45,12.166666666666666,45.0,0.27037037037037037
11427,1.0,0.0,7,0,7,47,6.083333333333333,47.0,0.12943262411347517
11433,12.0,0.0,7,0,84,171,146.0,14.25,0.8538011695906432
11437,2.238095238095238,2.527939119218695,7,11,27,189,285.91666666666663,84.44680851063829,1.5127865961199292
11440,5.4423076923076925,4.207432552968949,7,18,56,479,1721.5833333333333,88.01413427561837,3.594119693806541
11441,4.703703703703703,4.222784487978144,7,18,51,302,772.5833333333333,64.20472440944883,2.558222958057395
11443,1.9523809523809523,1.3592715135759477,7,6,20,230,249.41666666666666,117.8048780487805,1.0844202898550723
11449,2.45,1.9049796241485242,7,8,25,207,298.0833333333333,84.48979591836734,1.4400161030595813
11456,4.315789473684211,3.5114119987194705,7,15,45,238,997.6666666666666,55.146341463414636,4.19187675070028
11460,2.6842105263157894,2.6468562396201984,7,12,31,119,310.25,44.333333333333336,2.607142857142857
1148,12.333333333333334,14.742229591663987,7,64,150,254,225.08333333333331,20.594594594594593,0.8861548556430445
11480,4.3125,9.645162863667293,7,42,72,237,419.75,54.95652173913044,1.771097046413502
11488,20.522727272727273,16.36145304908395,7,71,215,997,5493.25,48.580287929125134,5.5097793380140425
11499,5.967741935483871,9.847110814744061,7,43,85,283,1125.4166666666665,47.42162162162162,3.976737338044758
115,12.215686274509803,12.638534290795269,7,55,141,520,3789.9166666666665,42.56821829855538,7.288301282051282
11529,12.696969696969697,11.846636781395091,7,52,141,938,2548.9166666666665,73.87589498806682,2.7173951670220324
1156,2.857142857142857,4.488079449258573,7,20,40,137,121.66666666666666,47.949999999999996,0.8880778588807785
1158,6.7,19.213756037085293,7,84,131,483,815.1666666666666,72.08955223880596,1.6877156659765356
116,3.0,2.0,7,9,30,85,54.75,28.333333333333332,0.6441176470588236
11640,4.0,2.8284271247461903,7,12,40,78,48.666666666666664,19.5,0.6239316239316239
1168,3.5,3.0765429103247963,7,13,38,304,936.8333333333333,86.85714285714286,3.0816885964912277
11698,5.25,4.48787540391059,7,20,57,462,1277.5,88.0,2.765151515151515
11699,17.0,0.0,7,0,119,117,103.41666666666666,6.882352941176471,0.8839031339031338
117,2.6,1.51657508881031,7,7,25,67,79.08333333333333,25.76923076923077,1.1803482587064675
11703,3.25,2.8722813232690143,7,12,35,87,79.08333333333333,26.76923076923077,0.9090038314176244
11709,12.0,0.0,7,0,84,49,73.0,4.083333333333333,1.489795918367347
1173,7.0,0.0,7,0,49,43,42.58333333333333,6.142857142857143,0.9903100775193797
1174,7.526315789473684,6.341769872266097,7,28,81,493,2609.75,65.5034965034965,5.293610547667343
11743,12.0,0.0,7,0,84,140,73.0,11.666666666666666,0.5214285714285715
11744,12.0,0.0,7,0,84,106,73.0,8.833333333333334,0.6886792452830188
11745,4.333333333333333,2.929114225312413,7,13,43,375,632.6666666666666,86.53846153846155,1.687111111111111
11749,4.5,3.3166247903554,7,14,46,110,109.5,24.444444444444443,0.9954545454545455
11770,1.0,0.0,7,0,7,38,12.166666666666666,38.0,0.3201754385964912
11771,1.4666666666666666,0.8338093878327919,7,4,14,95,133.83333333333331,64.77272727272728,1.4087719298245611
11774,3.0,0.0,7,0,21,13,18.25,4.333333333333333,1.4038461538461537
11775,5.0,0.0,7,0,35,16,30.416666666666664,3.2,1.9010416666666665
11776,5.0,0.0,7,0,35,16,30.416666666666664,3.2,1.9010416666666665
1178,13.75,9.67720543776693,7,42,138,947,5018.75,68.87272727272727,5.299630411826821
1180,44.333333333333336,44.06261594928046,7,192,502,1324,16181.666666666666,29.864661654135336,12.221802618328297
1181,2.2222222222222223,1.9871381302561604,7,9,25,196,365.0,88.2,1.8622448979591837
11819,1.6666666666666667,1.1126972805283735,7,5,17,142,152.08333333333331,85.2,1.0710093896713613
11821,5.666666666666667,4.6345621871614435,7,20,60,367,1137.5833333333333,64.76470588235294,3.099682107175295
11825,28.616666666666667,26.892183771917797,7,117,317,1582,10445.083333333332,55.28246942341293,6.602454698693636
11826,55.42372881355932,48.97015396095536,7,213,601,2182,19892.5,39.36941896024465,9.116636113657195
11827,20.03448275862069,18.833495280075066,7,82,222,1300,7068.833333333333,64.8881239242685,5.437564102564102
11828,51.416666666666664,52.870898620166784,7,230,590,2120,18767.083333333332,41.23176661264182,8.852397798742137
11854,6.055555555555555,4.309089691368,7,19,61,451,1326.1666666666665,74.4770642201835,2.9405025868440497
11856,2.272727272727273,2.0045403009622476,7,9,25,157,152.08333333333331,69.08,0.9686836518046708
1186,3.303030303030303,2.74413976143764,7,12,35,218,663.0833333333333,66.0,3.0416666666666665
11868,1.0,0.0,7,0,7,37,6.083333333333333,37.0,0.1644144144144144
11888,11.76923076923077,8.282707218439919,7,36,118,710,2792.25,60.326797385620914,3.9327464788732396
11891,3.0,2.7255405754769875,7,12,33,70,146.0,23.333333333333332,2.085714285714286
11915,7.733333333333333,7.588254687041171,7,33,87,307,1411.3333333333333,39.69827586206897,4.597176981541802
11918,1.0,0.0,7,0,7,10,6.083333333333333,10.0,0.6083333333333333
11926,4.866666666666666,4.040598567243372,7,18,52,385,888.1666666666666,79.1095890410959,2.306926406926407
11932,2.0,1.3719886811400708,7,6,20,125,219.0,62.5,1.752
11957,13.716666666666667,12.067734915413935,7,53,149,835,5006.583333333333,60.87484811664641,5.995908183632734
11970,11.655172413793103,11.77650310611552,7,51,133,679,4112.333333333333,58.257396449704146,6.056455571919489
120,1.5,1.1470786693528088,7,5,16,162,182.5,108.0,1.126543209876543
12024,2.411764705882353,1.970368732287556,7,9,26,171,249.41666666666666,70.90243902439025,1.4585769980506822
12052,1.0,0.0,7,0,7,54,24.333333333333332,54.0,0.4506172839506173
12067,6.555555555555555,5.294126724756198,7,23,69,320,358.91666666666663,48.8135593220339,1.1216145833333333
12069,5.133333333333334,4.087675489699605,7,18,54,533,1405.25,103.83116883116882,2.6364915572232643
12073,1.0,0.0,7,0,7,33,6.083333333333333,33.0,0.18434343434343434
12078,6.393939393939394,7.114858545411294,7,31,76,465,1283.5833333333333,72.72511848341233,2.760394265232975
12079,2.2083333333333335,1.6145847942957392,7,7,22,235,322.41666666666663,106.41509433962264,1.3719858156028366
12084,1.0,0.0,7,0,7,18,6.083333333333333,18.0,0.33796296296296297
