SKU,Description,total_qty,total_revenue,avg_price,n_transactions,annual_demand_units,unit_cost_est,order_cost_S,holding_cost_H,EOQ_units
24727,Nardi Brunllo d Montlcino 10,34,1801.66,52.99,11,206.83333333333331,52.99,200.0,10.598,88
3797,Skinnygirl Sweet'Arita,106,1800.9399999999998,16.99,68,644.8333333333333,16.99,200.0,3.3979999999999997,276
20405,Tenuta Santo Pietro Viper Su,106,1800.9399999999998,16.99,66,644.8333333333333,16.99,200.0,3.3979999999999997,276
669,Robert Sinskey Merlot,45,1799.5500000000002,39.99,13,273.75,39.99,200.0,7.998000000000001,117
8523,Glen Ellen Chard RSV,360,1796.4,4.99,189,2190.0,4.99,200.0,0.9980000000000001,937
46485,Shafer Merlot Napa,32,1791.68,55.99,17,194.66666666666666,54.99,200.0,10.998000000000001,84
23401,Bridlewood Slct Pnt Nr Lucia,112,1790.88,15.99,42,681.3333333333333,15.99,200.0,3.1980000000000004,292
23764,Cashmore Black Opal Shiraz,188,1790.1200000000001,9.644320987654321,81,1143.6666666666665,6.99,200.0,1.3980000000000001,572
4625,Courvoisier XO Cognac,12,1789.88,149.0809090909091,11,73.0,139.99,200.0,27.998000000000005,32
47009,Torino Don David RSV Malbec,116,1786.84,15.286296296296298,54,705.6666666666666,15.99,200.0,3.1980000000000004,297
3199,Grey Goose La Poire Vodka,38,1785.6200000000001,46.99,21,231.16666666666666,46.99,200.0,9.398000000000001,99
5054,Jagermeister Spice,893,1777.07,1.9900000000000002,354,5432.416666666666,1.99,200.0,0.398,2337
2037,Jim Beam Honey,1795,1777.05,0.99,455,10919.583333333332,0.99,200.0,0.198,4697
24018,Fontanafredda Barolo Serralu,48,1775.52,36.99,26,292.0,36.99,200.0,7.398000000000001,126
38897,L Martini RSV Cab Svgn Alex,66,1775.34,26.87235294117647,34,401.5,26.99,200.0,5.398,172
24244,Ch Corconnac Svgn Bl,74,1775.26,23.99,11,450.16666666666663,21.99,200.0,4.398,202
33214,Sycamore Lane Merlot Cal,209,1774.4099999999999,8.49,45,1271.4166666666665,8.49,200.0,1.6980000000000002,547
29112,Perrin Gigondas,61,1774.3899999999999,29.10111111111111,36,371.0833333333333,29.99,200.0,5.998,157
9028,Prairie Organic Gin,110,1773.9,16.107021276595745,94,669.1666666666666,17.99,200.0,3.598,273
1261,Jim Beam Kentucky Fire,1789,1771.1100000000001,0.99,456,10883.083333333332,0.99,200.0,0.198,4689
2563,Greenore Irish Whiskey,39,1769.6100000000001,45.47387096774194,31,237.25,49.99,200.0,9.998000000000001,97
6195,Korbel Brut,63,1769.37,28.08090909090909,44,383.25,27.99,200.0,5.598,165
7017,The Pogues Irish Whiskey,55,1768.4499999999998,32.1775,48,334.5833333333333,34.99,200.0,6.998000000000001,138
4140,Baroca White Rum,295,1767.05,5.99,76,1794.5833333333333,5.99,200.0,1.1980000000000002,774
33210,Sycamore Lane Cab Svgn Cal,208,1765.9199999999998,8.49,39,1265.3333333333333,8.49,200.0,1.6980000000000002,546
11353,Latour Meursault AC Blanc,28,1765.72,63.10111111111111,18,170.33333333333331,50.99,200.0,10.198,82
43685,Babich Svgn Bl Marlboro,126,1762.74,13.99,68,766.5,13.99,200.0,2.798,331
34850,Bargetto Chaucer's Hney Mead,127,1762.73,13.858131868131867,91,772.5833333333333,13.99,200.0,2.798,332
3928,Barcraft Watermelon Fresca V,147,1762.53,11.99,96,894.25,15.99,200.0,3.1980000000000004,334
31202,Beringer Fndrs Est Chard,154,1762.46,11.396976744186047,86,936.8333333333333,8.99,200.0,1.798,457
5490,DeKuyper Hot Damn Cinnamon,1780,1762.2,0.99,640,10828.333333333332,0.99,200.0,0.198,4677
46310,Twisted Pnt Grigio Cal,244,1751.56,7.162185430463576,151,1484.3333333333333,6.99,200.0,1.3980000000000001,652
34752,Frogs Leap Svgn Bl Napa,73,1751.27,23.99,51,444.0833333333333,21.99,200.0,4.398,201
11926,The Crusher Cab Svgn,146,1750.54,11.99,69,888.1666666666666,11.99,200.0,2.398,385
15550,Talbott Pnt Nr Santa Lucia,51,1748.49,33.656666666666666,18,310.25,28.99,200.0,5.798,146
32294,Dom Chandon Brut,357,1748.43,4.9282716049382715,81,2171.75,4.49,200.0,0.8980000000000001,984
29118,Santa Rita RSV Merlot,174,1748.26,10.04940594059406,101,1058.5,10.99,200.0,2.198,439
25201,Ch Croix de Jaugue St Emilio,92,1747.08,18.99,39,559.6666666666666,18.99,200.0,3.798,243
27567,Zenato Pinot Grigio Veneto,129,1744.71,13.775714285714287,70,784.75,11.99,200.0,2.398,362
31458,Foxhorn Wh Znfdl Cal,204,1743.96,8.5759375,128,1241.0,8.99,200.0,1.798,525
14852,Mooiplaas The Bean Pinotage,133,1743.67,13.113076923076923,65,809.0833333333333,12.99,200.0,2.5980000000000003,353
18856,Barefoot Refresh Sweet White,291,1743.09,5.99,168,1770.25,5.99,200.0,1.1980000000000002,769
22416,Layer Cake Sea of Stones Red,109,1742.91,15.99,70,663.0833333333333,15.99,200.0,3.1980000000000004,288
6990,Marie Brizard Chocolat Royal,96,1741.04,18.162839506172837,81,584.0,19.99,200.0,3.9979999999999998,242
6227,Bastille 1789 French Whiskey,70,1739.3,24.828709677419354,62,425.8333333333333,24.99,200.0,4.998,185
24858,Ch Plaisance Cuvee Alix Roug,116,1738.8400000000001,14.99,13,705.6666666666666,14.99,200.0,2.998,307
3481,Citadelle Gin,79,1737.2099999999998,21.99,70,480.5833333333333,24.99,200.0,4.998,196
34060,Cavit Pinot Grigio Bottega,124,1734.76,13.99,73,754.3333333333333,13.99,200.0,2.798,328
15292,Flip Flop Chard,291,1734.0900000000001,5.9526865671641795,134,1770.25,5.99,200.0,1.1980000000000002,769
20791,Belle Ambiance Pnt Grigio,217,1733.83,7.989999999999999,141,1320.0833333333333,7.99,200.0,1.598,575
15194,Billecart-Salmon Brut Rose,23,1733.77,75.865,16,139.91666666666666,77.99,200.0,15.597999999999999,60
14983,Ken Wright Clrs Willa Pnt Nr,60,1733.3999999999999,28.856666666666666,30,365.0,26.99,200.0,5.398,164
36991,Duck Pond Pnt Gris Ore,125,1727.75,13.615,56,760.4166666666666,10.99,200.0,2.198,372
13268,Backhouse Chard,247,1726.53,6.99,140,1502.5833333333333,5.99,200.0,1.1980000000000002,708
11367,Two Oceans WstrnCape Svgn Bl,174,1725.26,9.90891891891892,111,1058.5,9.99,200.0,1.9980000000000002,460
2734,Nikka Pure Malt whiskey,25,1724.75,68.99,19,152.08333333333331,68.99,200.0,13.798,66
6461,Blood Orange Liqueur,119,1724.31,14.490000000000002,44,723.9166666666666,14.49,200.0,2.898,316
4818,Skyy Infusions Pacific Blueb,116,1722.84,14.901764705882353,102,705.6666666666666,9.99,200.0,1.9980000000000002,376
525,El Tesoro Anejo Gold Tequil,43,1722.5700000000002,40.06692307692308,39,261.5833333333333,39.99,200.0,7.998000000000001,114
35088,Newport Vyds Great White RI,171,1722.29,10.08090909090909,88,1040.25,9.99,200.0,1.9980000000000002,456
28122,Dom Carneros Pnt Nr Napa Vly,75,1720.25,22.894761904761904,42,456.25,22.99,200.0,4.598,199
42953,Tozai Well of Wisdom Sake,75,1719.25,22.895660377358492,53,456.25,24.99,200.0,4.998,191
31561,Fess Parker Snt Barbr Pnt Nr,78,1718.22,22.044054054054055,37,474.5,22.99,200.0,4.598,203
11320,Edna Valley Paragon Svgn Bl,143,1714.57,11.99,96,869.9166666666666,11.99,200.0,2.398,381
17194,Uvaggio Primitivo Lodi,143,1714.57,11.99,49,869.9166666666666,11.99,200.0,2.398,381
45600,Luigi Bosca La Linda Malbec,156,1714.44,10.99,95,949.0,10.99,200.0,2.198,416
5983,Flag Hill Spiced Rum,57,1709.43,29.99,37,346.75,26.99,200.0,5.398,160
19340,Cannonball Svgn Bl,121,1708.79,14.106883116883116,77,736.0833333333333,12.99,200.0,2.5980000000000003,337
2508,Crown Royal No Harvest Rye,857,1705.43,1.99,403,5213.416666666666,1.99,200.0,0.398,2289
24992,Buglioni L'Amarone,31,1704.69,54.989999999999995,20,188.58333333333331,54.99,200.0,10.998000000000001,83
6236,Duboeuf Beaujolais,168,1704.32,10.117659574468085,94,1022.0,10.99,200.0,2.198,431
5667,Skinnygirl Spicy Lime RTD,155,1703.45,10.99,113,942.9166666666666,9.99,200.0,1.9980000000000002,434
23360,Ninety+Cellars Lot 35 Tempo,157,1701.43,10.767777777777777,99,955.0833333333333,8.99,200.0,1.798,461
3282,Skyy Watermelon Fresca Vodka,1717,1699.83,0.99,446,10445.083333333332,0.99,200.0,0.198,4594
41762,Ch Beaucastel Chtnf Pap,17,1699.83,99.99,9,103.41666666666666,99.99,200.0,19.998,45
25514,Elvio Cogno Barolo Cascina N,34,1699.66,49.99,14,206.83333333333331,49.99,200.0,9.998000000000001,91
2991,Tullibardine Single Malt,34,1699.66,49.99,34,206.83333333333331,49.99,200.0,9.998000000000001,91
13451,Clifford Bay Svgn Bl Marlbor,141,1698.59,12.073333333333332,60,857.75,12.99,200.0,2.5980000000000003,363
2153,Black Velvet Cinnamon Rush,170,1698.3,9.99,132,1034.1666666666665,8.99,200.0,1.798,480
16826,Simply Naked Unoaked Svgn Bl,238,1697.6200000000001,7.1165822784810135,158,1447.8333333333333,6.99,200.0,1.3980000000000001,644
43820,Little Black Dress Merlot,188,1696.1200000000001,9.039586776859505,121,1143.6666666666665,8.99,200.0,1.798,504
15255,Bota Mini Pnt Grigio,425,1695.75,3.9900000000000007,197,2585.4166666666665,3.99,200.0,0.798,1138
3185,Grey Goose L'Orange Vodka,36,1691.64,46.99,29,219.0,46.99,200.0,9.398000000000001,97
36268,Montinore Pnt Nr Ore,94,1691.06,17.99,43,571.8333333333333,19.99,200.0,3.9979999999999998,239
19376,The Naked Grape Pnt Grigio,95,1691.05,17.767777777777777,72,577.9166666666666,17.99,200.0,3.598,253
3204,Twenty 2 Vodka,71,1690.29,23.968723404255318,47,431.91666666666663,21.99,200.0,4.398,198
2803,Bluecoat Gin,65,1689.35,25.99,51,395.41666666666663,25.99,200.0,5.198,174
19035,Bollini Pinot Grigio,126,1688.74,13.359565217391303,46,766.5,13.99,200.0,2.798,331
43618,Moillard CdR Violettes Rouge,130,1688.7,12.99,75,790.8333333333333,12.99,200.0,2.5980000000000003,349
18817,The Dreaming Tree Everyday,116,1686.84,14.450674157303371,89,705.6666666666666,12.99,200.0,2.5980000000000003,330
5155,Arrow Brown Creme de Cacao,211,1685.89,7.990000000000001,165,1283.5833333333333,7.99,200.0,1.598,567
2310,Ungava Gin,54,1685.46,31.501627906976744,43,328.5,28.99,200.0,5.798,151
43784,Newton Claret Napa,98,1685.0199999999998,17.189999999999998,50,596.1666666666666,16.99,200.0,3.3979999999999997,265
14624,The Naked Grape Pnt Nr,241,1684.59,6.99,121,1466.0833333333333,6.99,200.0,1.3980000000000001,648
44921,Quinta do Crasto Douro Rd,111,1681.8899999999999,15.21950819672131,61,675.25,15.99,200.0,3.1980000000000004,291
3137,Three Olives Blueberry Vodka,1697,1680.03,0.9899999999999999,556,10323.416666666666,0.99,200.0,0.198,4567
6270,Shady Fruit Valencia Orange,1697,1680.03,0.99,526,10323.416666666666,0.99,200.0,0.198,4567
247,Gran Patron Platinum Tequil,8,1679.92,209.99,7,48.666666666666664,199.99,200.0,39.998000000000005,22
23287,Ch Lynch Bages Paulliac 11,12,1679.88,139.99,4,73.0,139.99,200.0,27.998000000000005,32
1309,Makers Mark Cask Strength,28,1679.72,59.99,22,170.33333333333331,59.99,200.0,11.998000000000001,75
21311,Cakebread Clrs Two Creeks 12,42,1679.5800000000002,39.99,32,255.5,39.99,200.0,7.998000000000001,113
14625,Bridlewood Pnt Nr,168,1678.32,9.99,26,1022.0,9.99,200.0,1.9980000000000002,452
23777,Ch Smith Haut Lafitte 12 Whi,13,1676.8700000000001,128.99,2,79.08333333333333,128.99,200.0,25.798000000000002,35
3998,Monte Alban Mezcal,88,1674.12,18.933661971830986,71,535.3333333333333,19.99,200.0,3.9979999999999998,231
18974,Pine Ridge Napa Vlly Cab Svg,31,1673.69,53.99,9,188.58333333333331,49.99,200.0,9.998000000000001,87
46093,Mouton Cadet Rose,150,1670.5,11.167777777777777,90,912.5,9.99,200.0,1.9980000000000002,427
46311,Twisted Old Vine Znfdl,236,1665.64,7.060921985815603,141,1435.6666666666665,6.99,200.0,1.3980000000000001,641
4034,Pura Vida Silver Tequila,46,1663.54,36.11121212121213,33,279.8333333333333,39.99,200.0,7.998000000000001,118
3321,Rosita Tequila Gold,179,1662.9099999999999,9.29,79,1088.9166666666665,9.29,200.0,1.8579999999999999,484
2189,Cleveland Black Rsv Whiskey,62,1659.3799999999999,26.808181818181815,55,377.16666666666663,26.99,200.0,5.398,167
20475,Hayes Valley Cab Svgn CC,166,1658.34,9.990000000000002,114,1009.8333333333333,9.99,200.0,1.9980000000000002,450
13552,Merry Edwards Pnt Nr Sonoma,36,1655.64,45.99,18,219.0,45.99,200.0,9.198,98
25496,Sierra Cantabria Unica Rsv 0,92,1655.08,17.99,25,559.6666666666666,17.99,200.0,3.598,249
4150,Shellback Spiced Rum,138,1654.62,11.99,26,839.5,11.99,200.0,2.398,374
33953,L Bernard Cotes du Rhone,137,1652.63,12.055934065934066,91,833.4166666666666,11.99,200.0,2.398,373
23275,Black Ink Red Wine,149,1652.51,11.113893805309736,113,906.4166666666666,11.99,200.0,2.398,389
25286,A Bichot Morgon Les Charmes,87,1652.1299999999999,18.99,41,529.25,18.99,200.0,3.798,236
18534,Candia Vyds Black Ice,59,1651.4099999999999,27.99,30,358.91666666666663,27.99,200.0,5.598,160
4272,Smith & Cross Jamacian Rum,55,1649.4499999999998,29.99,47,334.5833333333333,27.99,200.0,5.598,155
17326,The Calling Cab Svgn Rio Lgo,66,1649.34,24.99,35,401.5,24.99,200.0,4.998,179
25337,Ch Francs Brdx CdFrancs,97,1648.03,16.99,63,590.0833333333333,16.99,200.0,3.3979999999999997,264
16261,The Dreaming Tree CC Chard,113,1645.8700000000001,14.508072289156628,83,687.4166666666666,12.99,200.0,2.5980000000000003,325
39450,Ponzi Willamette Pnt Nr,47,1644.53,34.99,36,285.91666666666663,36.99,200.0,7.398000000000001,124
7788,Piehole Apple Pie,111,1643.89,14.79,90,675.25,12.99,200.0,2.5980000000000003,322
22270,Markham Cab Svgn,41,1642.5900000000001,40.11,25,249.41666666666666,42.99,200.0,8.598,108
4190,Boca Loca Cachaca,65,1640.35,25.533478260869565,46,395.41666666666663,24.99,200.0,4.998,178
15332,Whitehaven Svgn Bl,131,1636.19,12.49,19,796.9166666666666,12.49,200.0,2.498,357
44217,Ruffino Il Ducale Toscana Rd,102,1633.98,16.033478260869565,69,620.5,15.99,200.0,3.1980000000000004,279
8423,Paul Masson Wh Znfdl,226,1633.74,7.215806451612904,93,1374.8333333333333,6.99,200.0,1.3980000000000001,627
45240,Nino Franco Prosecco Rustic,96,1631.04,16.99,60,584.0,14.99,200.0,2.998,279
23397,Secoli 13 Prosecco Valdobbia,136,1630.6399999999999,11.99,48,827.3333333333333,11.99,200.0,2.398,371
21098,Rutherford Ranch Chard,116,1629.8400000000001,14.06058823529412,85,705.6666666666666,14.99,200.0,2.998,307
2639,Bowmore Darkest Islay 15 Yr,23,1627.77,70.75190476190475,21,139.91666666666666,70.99,200.0,14.198,63
13553,Merry Edwards Svgn Bl RRV,44,1627.56,36.99,20,267.66666666666663,36.99,200.0,7.398000000000001,120
42212,Rex Goliath Pnt Grigio,269,1625.31,6.053291139240507,158,1636.4166666666665,7.99,200.0,1.598,640
19966,Ch Alter Ego 10 Brdx,13,1624.87,124.99,2,79.08333333333333,124.99,200.0,24.998,36
3952,Belvedere Mango Passion,63,1624.37,25.86719298245614,57,383.25,22.99,200.0,4.598,183
15252,Bota Mini Chard,407,1623.93,3.9899999999999998,199,2475.9166666666665,3.99,200.0,0.798,1114
19381,O Wines Chard,156,1622.44,10.391960784313726,102,949.0,9.99,200.0,1.9980000000000002,436
45457,R Mondavi Meritage Pvt Slctn,184,1622.16,8.88108910891089,101,1119.3333333333333,7.99,200.0,1.598,529
5094,Jagermeister Liqueur,464,1619.3600000000001,3.49,221,2822.6666666666665,3.49,200.0,0.6980000000000001,1272
31581,Ch Graville Lacoste Graves,95,1619.05,17.05349206349206,63,577.9166666666666,17.99,200.0,3.598,253
17612,Tilia Malbec Syrah  Mendoza,162,1618.38,9.99,103,985.5,9.99,200.0,1.9980000000000002,444
22362,Barefoot Bubbly Peach Fusion,162,1618.38,9.99,113,985.5,9.99,200.0,1.9980000000000002,444
8454,Tres Agaves Anejo Tequila,49,1616.51,32.99,47,298.0833333333333,32.99,200.0,6.598000000000001,134
8351,Arrow Kirsch,147,1615.53,10.99,137,894.25,10.99,200.0,2.198,403
23155,Rocca Delle Macie Chianti C,81,1615.1899999999998,19.95296296296296,54,492.75,19.99,200.0,3.9979999999999998,222
17209,The Divining Rod Cab Svgn,101,1614.99,15.99,78,614.4166666666666,15.99,200.0,3.1980000000000004,277
6362,Totts Brut Calif,202,1613.98,7.99,61,1228.8333333333333,7.99,200.0,1.598,555
23438,Frost Bitten Ice Rsl,124,1610.76,12.99,79,754.3333333333333,12.99,200.0,2.5980000000000003,341
2392,Crown Royal 75th Anniversary,23,1609.77,69.99,15,139.91666666666666,69.99,200.0,13.998,63
6659,Rosemount Diamond Chard,162,1609.38,9.942830188679245,106,985.5,8.99,200.0,1.798,468
31345,Cecchi Cern Chianti Clsc RSV,70,1609.3,22.99,17,425.8333333333333,22.99,200.0,4.598,192
23947,Ch Larose Trintaudon 09,67,1607.33,23.99,29,407.5833333333333,23.99,200.0,4.798,184
44915,Broadbent Vinho Verde Wh,134,1606.66,11.99,73,815.1666666666666,9.99,200.0,1.9980000000000002,404
35607,Castle Rock Merlot Cal,147,1605.53,10.903978494623656,93,894.25,9.99,200.0,1.9980000000000002,423
16180,Skinnygirl Sangria,146,1604.54,10.99,94,888.1666666666666,10.99,200.0,2.198,402
36383,F Coppola Sofia Bl de Bl,107,1603.93,14.99,70,650.9166666666666,13.99,200.0,2.798,305
2842,Laphroaig 25 Yr Cask Strenth,4,1599.96,399.99,3,24.333333333333332,399.99,200.0,79.998,11
5196,Delord Bas-Armagnac 25 Yr,20,1599.8,79.99,10,121.66666666666666,79.99,200.0,15.998,55
16264,Il Poggione Brunlo d Montlcn,20,1599.8,79.99,7,121.66666666666666,79.99,200.0,15.998,55
6460,Columbia Crest Two Vns Chard,192,1599.08,8.33375,64,1168.0,6.99,200.0,1.3980000000000001,578
25703,Murphy-Goode Svgn Bl,118,1598.82,13.535454545454545,66,717.8333333333333,11.99,200.0,2.398,346
6687,Hedges Red Columbia Vly,106,1596.94,15.09,60,644.8333333333333,14.99,200.0,2.998,293
19283,Roscato Bianco,158,1595.42,10.0910101010101,99,961.1666666666666,9.99,200.0,1.9980000000000002,439
5106,Capt Morgan Long Isl Tea RTD,133,1594.67,11.99,110,809.0833333333333,11.99,200.0,2.398,367
10702,Kris Pnt Nr delle Venezie,123,1592.77,12.887435897435898,39,748.25,11.99,200.0,2.398,353
20948,Honig Bartolucci Vyds Cab Sv,20,1589.8,79.49,10,121.66666666666666,79.49,200.0,15.898,55
2655,James Oliver Rye Whisky,53,1589.4699999999998,29.99,46,322.41666666666663,34.99,200.0,6.998000000000001,136
23649,Tom Gore Cabernet Svgn CA,112,1588.88,14.393508771929826,57,681.3333333333333,12.99,200.0,2.5980000000000003,324
25995,Gallo Cafe Znfdl Cal,159,1588.41,9.99,82,967.25,9.99,200.0,1.9980000000000002,440
21690,Kenwood Chard 12,187,1587.6299999999999,8.49,52,1137.5833333333333,8.49,200.0,1.6980000000000002,518
24311,Ch Calon 12 Segur St-Estphe,18,1583.82,87.99,8,109.5,87.99,200.0,17.598,50
13113,Ch Beaucastel Coud Rouge,48,1583.52,32.99,24,292.0,32.99,200.0,6.598000000000001,133
46694,Santa Margherita Chianti Cls,66,1583.34,23.99,42,401.5,23.99,200.0,4.798,183
14719,Alto Moncayo Veraton Garnach,72,1583.28,21.99,34,438.0,21.99,200.0,4.398,200
24975,Tenshen White,88,1583.12,17.99,37,535.3333333333333,17.99,200.0,3.598,244
213,Stolichnaya Blueberi,64,1581.36,24.62265306122449,49,389.3333333333333,22.99,200.0,4.598,184
8704,Beringer Chard Napa Vly,85,1579.1499999999999,18.411052631578947,38,517.0833333333333,15.99,200.0,3.1980000000000004,254
36511,Yalumba Y Series Viognier,116,1578.84,13.61857142857143,70,705.6666666666666,13.99,200.0,2.798,318
6358,Dom Ste Michelle Brut Cuvee,103,1577.97,15.132857142857143,70,626.5833333333333,12.99,200.0,2.5980000000000003,311
10441,Charles Smith Boom Boom Syra,85,1575.1499999999999,18.498196721311473,61,517.0833333333333,18.99,200.0,3.798,233
22014,Foss Marai Prosecco,96,1575.04,16.4275,64,584.0,14.99,200.0,2.998,279
26885,Jolivet Sancerre,73,1573.27,21.49,48,444.0833333333333,19.99,200.0,3.9979999999999998,211
21627,Ferrari Carano Pnt Grigio,99,1573.01,15.912077922077922,77,602.25,14.99,200.0,2.998,283
13097,Menage a Trois Chard,146,1569.54,10.695263157894738,95,888.1666666666666,9.99,200.0,1.9980000000000002,422
32592,Mionetto Frizzante Prosecco,85,1568.1499999999999,18.584202898550725,69,517.0833333333333,16.99,200.0,3.3979999999999997,247
6225,St Germain Liqueur,393,1568.0700000000002,3.99,241,2390.75,3.99,200.0,0.798,1095
43224,Ch Beauchene Cotes du Rhone,96,1565.04,16.275714285714283,63,584.0,13.99,200.0,2.798,289
16458,Gerard Bertrand Corbieres Ro,120,1564.8,13.040632911392406,79,730.0,14.99,200.0,2.998,312
10283,M D 20/20 Orange Jubilee,392,1564.08,3.99,22,2384.6666666666665,3.99,200.0,0.798,1093
27808,Blackstone Chard Monterey,153,1561.47,10.17918918918919,74,930.75,7.99,200.0,1.598,483
20406,Tenuta Santo Pietro Percept,71,1561.29,21.99,38,431.91666666666663,21.99,200.0,4.398,198
753,LaBelle Winery Blueberry,78,1559.2199999999998,19.99,55,474.5,19.99,200.0,3.9979999999999998,218
7629,Barenjager Honey & Bourbon,73,1557.27,21.674210526315786,57,444.0833333333333,19.99,200.0,3.9979999999999998,211
2029,Springbank 10 Yr Scotch,21,1553.79,73.99,20,127.75,68.99,200.0,13.798,61
34014,Hess Collection Cab S Mt Vee,26,1553.74,59.59,15,158.16666666666666,57.99,200.0,11.598,74
13454,Eden Heirloom Blnd Ice Cider,62,1553.3799999999999,25.04769230769231,52,377.16666666666663,26.99,200.0,5.398,167
8579,Chi Chi's Orange Cream RTD,176,1552.24,8.882307692307693,130,1070.6666666666665,10.99,200.0,2.198,441
689,McManis Pnt Nr Cal,141,1551.59,11.016666666666667,75,857.75,10.99,200.0,2.198,395
3778,Grey Goose Le Citron Vodka,33,1550.67,46.99,28,200.75,46.99,200.0,9.398000000000001,92
19895,Skeleton Malbec,141,1549.59,10.99,96,857.75,9.99,200.0,1.9980000000000002,414
16427,Yellow Tail Sweet Red Roo,107,1548.93,14.546962025316455,79,650.9166666666666,9.99,200.0,1.9980000000000002,361
18593,Barefoot Bubbly Red Moscato,155,1548.45,9.99,104,942.9166666666666,9.99,200.0,1.9980000000000002,434
17981,If You See Kay Red Blend,86,1547.1399999999999,17.99,53,523.1666666666666,17.99,200.0,3.598,241
17906,Kim Crawford Chard Unoaked,87,1547.1299999999999,17.71549019607843,51,529.25,15.99,200.0,3.1980000000000004,257
3868,Skol Vodka,238,1544.62,6.49,47,1447.8333333333333,6.49,200.0,1.298,668
14386,Tarima Monastrell Jumilla,171,1541.29,9.037619047619048,84,1040.25,8.99,200.0,1.798,481
2182,McClelland Islay Single Mal,81,1541.1899999999998,19.03109589041096,73,492.75,18.99,200.0,3.798,228
17867,Beringer Classic Wh Zin Mosc,223,1540.77,6.913076923076924,143,1356.5833333333333,5.99,200.0,1.1980000000000002,673
12139,Silver Oak Cab Svgn Napa Vly,7,1539.93,219.99,6,42.58333333333333,219.99,200.0,43.998000000000005,20
19961,Dom du Pegau Chntf du Pape R,22,1539.78,69.99,10,133.83333333333331,69.99,200.0,13.998,62
2923,Balvenie 12 Yr Single Barrel,22,1539.78,69.99,19,133.83333333333331,69.99,200.0,13.998,62
25497,Triga Alicante Tinto 11,77,1539.23,19.99,30,468.41666666666663,19.99,200.0,3.9979999999999998,216
29489,Hess Collection Chard Napa,77,1539.23,19.990000000000002,52,468.41666666666663,19.99,200.0,3.9979999999999998,216
1022,St Brendans Salted Caramel,110,1538.9,13.99,75,669.1666666666666,13.99,200.0,2.798,309
3702,Kinky Vodka,1554,1538.46,0.99,491,9453.5,0.99,200.0,0.198,4370
34219,Simi Merlot,90,1538.1,17.045555555555556,54,547.5,16.99,200.0,3.3979999999999997,254
3629,Flag Hill White Rum,53,1536.4699999999998,28.99,39,322.41666666666663,25.99,200.0,5.198,158
25181,Grahams 2000 Vintage Port,16,1535.84,95.99,13,97.33333333333333,95.99,200.0,19.198,45
2543,Darnley's View Gin,64,1535.36,23.99,58,389.3333333333333,23.99,200.0,4.798,180
8470,1800 Reposado Gold Tequila,550,1534.5,2.79,304,3345.833333333333,2.79,200.0,0.558,1549
43801,C Y Toro Frontera Cab Svgn,168,1534.32,9.171818181818182,99,1022.0,8.99,200.0,1.798,477
1663,Jim Beam Maple,1549,1533.51,0.99,432,9423.083333333332,0.99,200.0,0.198,4363
17347,Ridge Lytton Petite Sirah,51,1529.49,29.99,29,310.25,29.99,200.0,5.998,144
19740,Ch St Jean Alexander Cab Svg,61,1529.3899999999999,25.156666666666663,30,371.0833333333333,15.99,200.0,3.1980000000000004,215
10372,Hazlitt Red Cat Finger Lakes,172,1529.28,8.891098901098902,91,1046.3333333333333,8.99,200.0,1.798,482
24398,Fleur de Pnt Nr California,90,1529.1,16.99,67,547.5,16.99,200.0,3.3979999999999997,254
23974,Catena RSV Chard,90,1529.1,16.99,57,547.5,16.99,200.0,3.3979999999999997,254
14471,De Loach Merlot Cal,153,1528.47,9.99,97,930.75,11.99,200.0,2.398,394
29646,Hartley & Gibson Amontillad,115,1527.85,13.215,80,699.5833333333333,10.99,200.0,2.198,357
860,Bols Orange Curacao,139,1527.61,10.99,21,845.5833333333333,10.99,200.0,2.198,392
6881,Midnight Moon Cranberry,77,1521.73,19.889999999999997,50,468.41666666666663,18.99,200.0,3.798,222
36061,Ch Lynch Bages 10,8,1519.92,189.99,2,48.666666666666664,264.99,200.0,52.998000000000005,19
2868,Mortlach Single Malt Scotch,16,1519.8400000000001,94.99,11,97.33333333333333,94.99,200.0,18.998,45
18433,Bertani Amarone 04,16,1519.84,94.99,12,97.33333333333333,94.99,200.0,18.998,45
2086,Jefferson's Rsv Groth Resrve,19,1519.81,79.99,17,115.58333333333333,79.99,200.0,15.998,54
8221,Grand Mayan Silver Agave,19,1519.81,79.99,19,115.58333333333333,79.99,200.0,15.998,54
36065,Ch Montrose 10,6,1517.94,252.99,1,36.5,349.99,200.0,69.998,14
2242,Cles des Ducs Armagnac VSOP,69,1517.31,21.989999999999995,54,419.75,30.99,200.0,6.198,165
3533,Lidestri Pink Limoncello,75,1515.25,20.198955223880596,67,456.25,17.99,200.0,3.598,225
37126,Girard Chard RRV,76,1513.24,19.850465116279068,43,462.3333333333333,19.99,200.0,3.9979999999999998,215
9129,Peychaud's Bitters,303,1511.97,4.99,223,1843.25,4.99,200.0,0.9980000000000001,860
14096,Citation Chard,42,1511.58,35.99,8,255.5,30.99,200.0,6.198,128
18881,Middle Sister Pnt Nr Goodie,151,1508.49,9.99,103,918.5833333333333,9.99,200.0,1.9980000000000002,429
6530,Meridian Santa Barbara Chard,167,1508.33,9.210338983050846,59,1015.9166666666666,7.99,200.0,1.598,504
